Question-ID,Principle,Indicators,Questions,Plain-english,Explanation,Author,DAO,Search_Difficulty,Document,Response-Values-2024_03_10,Points,Points-NA
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,Partial,"UNI token holders can engage in bounty hunting and liquidity mining to earn rewards from Uniswap. However, these activities are not exclusive to UNI token holders.",Charles Adjovu,Uniswap,Medium,"Uniswap Labs Contracts Bug Bounty,How to provide liquidity on Uniswap V3",Partial,50.0,50.000
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Very hard,"A short history of Uniswap,[Temperature Check] Create the Uniswap Foundation",Does not answer question,0.0,0.000
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,Yes,Uniswap has delegates from multiple countries (including the USA and (allegdly) Portugal).,Charles Adjovu,Uniswap,Very hard,"wijuwiju.eth Twitter Profile,@wijuwiju0x profile on Sybil,Uniswap Governance Dashboard by @lsquared ,Uniswap Delegates on Boardoom",Yes,100.0,100.000
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Very hard,,Does not answer question,0.0,0.000
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,Yes,"Uniswap has a collective treasury governed by the UNI tokens holders (named the ""community treasury"" or ""governance treasury""). UNI token holders distribute funds from the collective treasury ""through contributor grants, community initiatives, liquidity mining, and other programs.""",Charles Adjovu,Uniswap,Medium,Introducing UNI,Yes,100.0,100.000
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",No,Uniswap does not use a specific currency to recognize contributions beyond financial. ,Charles Adjovu,Uniswap,Easy,Introducing UNI,No,0.0,0.000
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,Yes,Collective Membership is signified by ownership or possession of the UNI token,Charles Adjovu,Uniswap,Easy,"Introducing UNI,Uniswap Project Cluster in Entity-Decision Model Table,Uniswap Docs",Yes,100.0,100.000
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,No,UNI token holders do not earn profits/surplus on a basis other than capital holdings.,Charles Adjovu,Uniswap,Medium,Uniswap v3 Core,No,0.0,0.000
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,No,"Uniswap does not have a formal accountability mechanism. Though, Laura Lotti (as part of Other Internet) is working on a proposal  for the creation of an Accountability Committee for Licensure and Deployment.",Charles Adjovu,Uniswap,Medium,"Uniswap Governance Forum,The State of Uniswap Governance: A Paradox of Minimization,Temperature Check: Create Accoutability Committee,Effective Accountability for Uniswap Governance,Proposal Template 2.0 - Upgrade for Deployments & Agreements",No,0.0,0.000
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,,Does not answer question,0.0,0.000
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,Partial,"Uniswap has a defined governance process, but does not have a document clearly delineating the decision-making process in the DAO.",Charles Adjovu,Uniswap,Medium,Uniswap Docs,Partial,50.0,50.000
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,,Does not answer question,0.0,0.000
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,No,"Uniswap's token (UNI) acts as a governance token over the Uniswap protocol, and as an economic token because UNI token holders can receive fees if UNI token holders decide to turn on the fee switch.",Charles Adjovu,Uniswap,Hard,Uniswap v3 Core,No,0.0,0.000
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,No,UNI tokens are tradeable on Uniswap.,Charles Adjovu,Uniswap,Easy,"UNI token profile on Uniswap app,Advanced UNI token profile on Uniswap,Uniswap v3 Core",No,0.0,0.000
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,Partial,"Uniswap provides a Beginners Guide to Voting, but the guide does not provide enough information for meaningful participation in governance.",Charles Adjovu,Uniswap,Easy,Uniswap Docs,Partial,50.0,50.000
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,Yes,Uniswap publishes updates on its activities on the Uniswap Labs Blog and Twitter.,Charles Adjovu,Uniswap,Easy,"Uniswap Labs Blog,Uniswap Labs Twitter Profile",Yes,100.0,100.000
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",Partial,"Uniswap does not have an explicit statement of its purpose, values and norms, but it does borrow values and norms from Ethereum's vision, culminating in ""committed to the ideals of permissionless access, security, and immutability, all indespensable components for a future where anyone in the world can access financial services without fear of discrimination or counterparty risk.""",Charles Adjovu,Uniswap,Medium,"Introducing UNI,A short history of Uniswap",Partial,50.0,50.000
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Hard,,Does not answer question,0.0,0.000
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",Yes,"Uniswap's governance activities can be found on 1) the Uniswap voting dashboard, and 2) the Uniswap profile on Snapshot.",Charles Adjovu,Uniswap,Easy,"Uniswap Voting Dashboard,Uniswap Profile on Snapshot",Yes,100.0,100.000
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",Yes,"Uniswap's organizational documents are publicly accessible in the Uniswap Docs in the Governance section, and the Uniswap voting dashboard.",Charles Adjovu,Uniswap,Easy,"Uniswap Voting Dashboard,Uniswap Docs,Community Governance Process",Yes,100.0,100.000
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",Yes,"Uniswap makes its technological products open-source or source-available. Namely, uniswap-v3-core is licensed under a ""Business Source License"" (i.e., source-available) and uniswap-v3-sdk is licensed under the MIT license, and uniswap-v3-periphery is licensed under GNU General Public License v2.0.
",Charles Adjovu,Uniswap,Medium,"uniswap-v3-periphery license,uniswap-v3-sdk license,uniswap-v3-core license",Yes,100.0,100.000
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",Yes,"Uniswap has reported past audits on the core protocol, namely v2-core, regarding a security audit for oracle integrity. However, the security audit file cannot be found.",Charles Adjovu,Uniswap,Hard,"Audit & Formal Verification of Uniswap V2 Protocol,Link to Audit page not working",Yes,100.0,100.000
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",Yes,"Uniswap has deployed v3-core of the protocol to Ethereum,  Arbitrum, Optimism, Polygon, and Celo. However, governance activities are recorded on Ethereum.",Charles Adjovu,Uniswap,Medium,"Multichain Uniswap,Cross-chain Deployment Guide",Yes,100.0,100.000
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe it’s financial incentive or compensation structure for contributors?,Yes,"For governance members, members can possibly be compensated from activating the fee switch. For liquidity miners, miners can be compensated with fees from liquidity pools. For developers, developers can be compensated for completing bug bounties.",Charles Adjovu,Uniswap,Medium,"Uniswap v3 Core,Uniswap Labs Contracts Bug Bounty,How to provide liquidity on Uniswap V3",Yes,100.0,100.000
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,Yes,Uniswap is expected to deploy the Uniswap protocol to Avalanche.,Charles Adjovu,Uniswap,Easy,Deploy Uniswap V3 on Avalanche,Yes,100.0,100.000
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,Yes,Uniswap has transactions with GnosisChain and Moonbeam concerning  Uniswap v3-core protocol deployments.,Charles Adjovu,Uniswap,Medium,"Continue the Uniswap V3 deployment on Moonbeam with different bridge provider,Continue the Uniswap V3 deployment on Gnosis Chain with different bridge provider",Yes,100.0,100.000
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,Yes,Uniswap utilizes cross-chain bridges for deploying the protocol to blockchains other than Ethereum,Charles Adjovu,Uniswap,Medium,"Cross-Chain Bridge Assessment Process,Crosschain Risk Framework",Yes,100.0,100.000
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,Yes,The Uniswap Foundation utilizes Gnosis Safe,Charles Adjovu,Uniswap,Hard,"Uniswap Profile on Tally,Uniswap Foundation's on-chain assets",Yes,100.0,100.000
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,No,Uniswap does not use any Web3 organizational technology for contribution-tracking.,Charles Adjovu,Uniswap,Medium,"Introducing UNI,Uniswap Governance Renovation,Decentralized Contribution Reward Network (DCRN)",No,0.0,0.000
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,Yes,"Uniswap utilizes a voting dashboard on the Uniswap website for UNI token holders to vote on proposals. Regarding the smart contracts, Uniswap utilizes GovernorBravo. Additionally, Uniswap utilizes Snapshot.",Charles Adjovu,Uniswap,Easy,"Uniswap Docs,Uniswap Voting Dashboard,Uniswap Profile on Snapshot",Yes,100.0,100.000
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,Yes,Uniswap acknowldges the vulnerabiltiies of algorithmic decision-making in the Adverserial Circumstances sub-section of the Governance section in the Uniswap Docs.,Charles Adjovu,Uniswap,Easy,Uniswap Docs,Yes,100.0,100.000
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Hard,,Does not answer question,0.0,0.000
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,Yes,Uniswap explicitly considers the short- and long-term consequences of algorithmic decision-making in the Adverserial Circumstances sub-section of the Governance section in the Uniswap Docs.,Charles Adjovu,Uniswap,Easy,Uniswap Docs,Yes,100.0,100.000
BSP-01,Broad Stakeholder Participation,Economic Inequality,Is the DAO 's Gini Coefficient for economic tokens less than or equal to fifty percent ( <= 50%)?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
BSP-02,Broad Stakeholder Participation,Voting Power,Is the Banzhaf Index for each individual member less than or equal to twenty-five percent (<= 25.0%)?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
BSP-03,Broad Stakeholder Participation,Communication,Does the DAO explicitly state that private communication channels are for sensitive or confidential matters?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
BSP-04,Broad Stakeholder Participation,Identity,Does the DAO explicitly require members to verify that they have a unique digital identity?,No,"Compound does not require members to undergo a verification process to prove that they have a unique digital digital identity.  Any Ethereum address can hold COMP tokens because the COMP Token implements the ERC-20 standard, without any modifications requiring a verified address. Additionally, members can delegate COMP tokens to themselves or a third party, who need not necessarily hold COMP tokens. ",Charles Adjovu,Compound,Easy,"Compound Governance Token Distribution, Compound v2 Docs: Governance, erc-20, Compound Governance",No,0.0,0.000
BSP-05,Broad Stakeholder Participation,Management,Does the DAO have any leadership roles?,Yes,Delegates can be considered a leadership role in Compound.,Charles Adjovu,Compound,Medium,Governance Guide — How To Delegate,Yes,100.0,100.000
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,Yes,"Domain allocators, program managers, and administrators of the Compound Grants Program 2.0 can be considered management roles.",Charles Adjovu,Compound,Very hard,"Compound Grants Program 2.0, CGP 2.0 by Questbook, Compound Grants Program 2.0, CGP 2.0 - Delegated Domain Allocation by Questbook",Yes,100.0,100.000
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,Yes,Compound defines governance-related terms and the parameters for governance-related smart contracts.,Charles Adjovu,Compound,Easy,Compound v2 Docs: Governance,Yes,100.0,100.000
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,Yes,"Compound governance utilizes a simple deliberative governance system where any member can propose governance proposals or autonomous proposals, if they meet the minimum COMP token threshold amount. Additionally, any member can vote directly on a proposal during the voting window, with members. Alternatively, a member can delegate their voting power to another address (member or non-member), to vote on their behalf. ",Charles Adjovu,Compound,Easy,"Compound v2 Docs: Governance, Compound Governance",Yes,100.0,100.000
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,Yes,"The Compound protocol is primarily meant to be governed by users of the protocol. Though, the tradability of the COMP token will likely lead to more retail investors having more influence on the Compound protocol than users. So, it is possible to say that the main stakeholder groups with an ownership interest are users and retail investors. ",Charles Adjovu,Compound,Medium,"Compound Governance Token Distribution, COMP Price Chart on CoinGecko, COMP Rewards Adjustments - Kickstart Rewards: Step One",Yes,100.0,100.000
BSP-12,Broad Stakeholder Participation,Management,Does the DAO have a well-defined procedure for how members can take defined leadership or management roles?,Partial,"Compound has a well-defined procedure for how members can take a Delegate role. Though, the procedure is not well-defined for domain allocators and program managers as part of the Compound Grants Program 2.0.",Charles Adjovu,Compound,Medium,"Governance Guide — How To Delegate, Compound Grants Program 2.0, CGP 2.0 by Questbook",Partial,50.0,50.000
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,No,"COMP token holders can only receive more rewards, in this case, more COMP tokens, from Compound by actively using (i.e., supplying or borrowing the base asset) the Compound protocol.",Charles Adjovu,Compound,Easy,Compound v3 Docs: Protocol Rewards,No,0.0,0.000
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,Partial,"Compound has a multisig account on Gnosis Safe for designating the address for the Pause Guardian. 
",Charles Adjovu,Compound,Medium,"Community Multisig (4-of-6) Deployment, Compound v2 Docs: Governance, Compound: Community Multisig, Compound v3 Docs: Governance",Partial,50.0,50.000
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",No,"Compound offers the COMP token, to recognize usage of the Compound protocol, which is primarily a financial relation. ",Charles Adjovu,Compound,Medium,"Compound Governance Token Distribution, Compound v3 Docs: Protocol Rewards",No,0.0,0.000
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,Yes,Membership is denoted by holding COMP tokens in an Ethereum public address.,Charles Adjovu,Compound,Easy,"Compound v2 Docs: Governance, Compound Governance",Yes,100.0,100.000
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",Yes,Compound's governance process allows for the amendment of passed proposals through the proposal process.,Charles Adjovu,Compound,Medium,"Compound v2 Docs: Governance, Compound Governance Proposals, Compound Profile on Boardroom: Information",Yes,100.0,100.000
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,Partial,Compound has a single decision-making method (majority vote based on token-weighted voting) via their proposal process. ,Charles Adjovu,Compound,Medium,Compound v2 Docs: Governance,Partial,50.0,50.000
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",No,Compound's dashboard only accounts for governance and financial information and metrics.,Charles Adjovu,Compound,Very hard,"Compound Markets Overview, Compound Governance Overview, Compound Governance Token Distribution, Compound Delegates, COMP Governance Explained",No,0.0,0.000
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,Partial,"Compound only mints the COMP token, that acts as a governance token for the Compound protocol. However, the COMP token is also tradeable on multiple public (or retail) markets, raising the question of whether the token can also function as an economic right to future revenue. ",Charles Adjovu,Compound,Easy,"COMP Price Chart on CoinGecko, Compound Governance Token Distribution, COMP Rewards Adjustments & Paid Work Proposal",Partial,50.0,50.000
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,No,COMP tokens are tradeable on multiple public (or retail) markets.,Charles Adjovu,Compound,Easy,"COMP Price Chart on CoinGecko, Compound Governance Token Distribution, COMP Rewards Adjustments - Kickstart Rewards: Step One",No,0.0,0.000
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,Partial,"Compound provides guides on how to vote, propose, and delegate voting power. Additionally, Compound funded the development of Compound Academy, which provides simulations (currently) for interacting with the Compound protocol, and courses (possibly in the future). Though, there are no courses or simulations currently for governance activities.",Charles Adjovu,Compound,Medium,"Governance Guide — How To Vote, Governance Guide — How To Delegate, Governance Guide — How To Propose, Compound Academy, Feedback - Compound Education",Partial,50.0,50.000
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,Yes,Compound Labs publishes about it's activities on Compound Digest.,Charles Adjovu,Compound,Medium,The Compound Digest: About,Yes,100.0,100.000
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",Partial,Compound's purpose can be considered to be developing technologies for decentralized finance. No information was found concerning Compound's values and norms.,Charles Adjovu,Compound,Hard,Compound Labs Website Homepage,Partial,50.0,50.000
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,Partial,"Compound provides a dashboard for governance and market activities, but not for membership and contributions. ",Charles Adjovu,Compound,Easy,"Compound Governance Overview, Compound Markets Overview",Partial,50.0,50.000
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",Yes,Compound's governance activities are publicly accessible at Compound's Governance dashboard,Charles Adjovu,Compound,Easy,Compound Governance Proposals,Yes,100.0,100.000
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",Yes,"Compound's software is licensed under an open source license, such as BSD-3 Clause, or a source available license, such as Business Source License 1.1. ",Charles Adjovu,Compound,Easy,"Business Source License 1.1, ""BSD 3-Clause """"New"""" or """"Revised"""" License""",Yes,100.0,100.000
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",Yes,Compound reported that OpenZepplin and ChainSecurity have audited the Compound protocol.,Charles Adjovu,Compound,Easy,"Compound v3 Docs: Overall, Compound III Audit by OpenZeppelin, Compound III Security Audit by ChainSecurity",Yes,100.0,100.000
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",Yes,Compound has deployed version 3 of the Compound protocol to multiple blockchains.,Charles Adjovu,Compound,Easy,Compound III: Networks,Yes,100.0,100.000
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe it’s financial incentive or compensation structure for contributors?,Yes,"Compound explicitly describes how COMP tokens are distributed to Compound Protocol users. Additionally, Compound explicitly describes how non-members (or builders) can receive COMP tokens as part of the Compound Grants Program. Lastly, Compound describes how domain allocators and program managers can be compensated for labor provided to the Compound Grants Program 2.0.",Charles Adjovu,Compound,Hard,"Compound Governance Token Distribution, Compound Grants Program 2.0, COMP Rewards Adjustments & Paid Work Proposal, CGP 2.0 by Questbook",Yes,100.0,100.000
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,Yes,Compound uses Gnosis Safe to manage the Compound Grants Program treasury.,Charles Adjovu,Compound,Easy,Compound Grants Program,Yes,100.0,100.000
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,Partial,"Compound tracks user activity on the Compound protocol to determine rewards for users. Though, other contribution-tracking tools for other activities were not found.",Charles Adjovu,Compound,Medium,Compound v3 Docs: Protocol Rewards,Partial,50.0,50.000
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,Yes,"Compound utilizes the a set of three components (i.e., smart contracts):  1) COMP token, 2) governance module (Governor Bravo), and 3) Timelock, to facilaite governance of the Compound protocol. Additionally, Compound's web app allows COMP token holders to vote on proposals.",Charles Adjovu,Compound,Easy,"Compound v2 Docs: Governance, Compound Voting Dashboard",Yes,100.0,100.000
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",Does not answer question,Unable to find an adequate source to respond to the question.,Charles Adjovu,Compound,Very hard,,Does not answer question,0.0,0.000
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,Partial,"Compound does consider the short- and long-term social consequences of algorithmic systems, as evidenced by the Pause Guardian that is capable of disabling protocol functionality, and by having the Compound protocol audited by OpenZeppelin and ChainSecurity. However, Compound did not explicitly discuss the social consequences of algorithmic systems.",Charles Adjovu,Compound,Medium,"Compound III Audit by OpenZeppelin, Compound v2 Docs: Governance, Compound III Security Audit by ChainSecurity, Compound v3 Docs: Overall, Set Pause Guardian to Community Multi-Sig",Partial,50.0,50.000
BSP-01,Broad Stakeholder Participation,Economic Inequality,Is the DAO 's Gini Coefficient for economic tokens less than or equal to fifty percent ( <= 50%)?,N/A,,Charles Adjovu,dOrg,,,Not applicable,0.0,0.000
BSP-02,Broad Stakeholder Participation,Voting Power,Is the Banzhaf Index for each individual member less than or equal to twenty-five percent (<= 25.0%)?,Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
BSP-03,Broad Stakeholder Participation,Communication,Does the DAO explicitly state that private communication channels are for sensitive or confidential matters?,Partial,"dOrg's member forum and other members-only channels are private communication channels. Though, dOrg does not explicitly state which channels are private for sensitive or confidential matters.",Charles Adjovu,dOrg,,Tool Stack,Partial,50.0,54.165
BSP-04,Broad Stakeholder Participation,Identity,Does the DAO explicitly require members to verify that they have a unique digital identity?,Yes,"dOrg explicitly requires that members have a unique digital identity they use to engage in DAO activities by making dRep tokens non-transferable, and requiring members to use a single Ethereum public address to access tools such as Dework.",Charles Adjovu,dOrg,,"Using dOrg, Onboarding",Yes,100.0,108.333
BSP-05,Broad Stakeholder Participation,Management,Does the DAO have any leadership roles?,Yes,"Delegate can be considered a formal leadership role in dOrg. An informal leadership role includes the founder role, held by co-founders Ori Shimony, Asgeir Sognefest, and Jordan Ellis.",Charles Adjovu,dOrg,Medium,"dOrg proposals on Snapshot, No Bosses: What It’s Like Working at a DAO, dOrg Founders Have Created the First Limited Liability DAO, Guide for dOrg Members: How to Delegate Your Vote in Snapshot",Yes,100.0,108.333
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,Yes,"dOrg has the following management roles: 1) Talent Scout, 2) Member Experience, 3) Technical Interviews, 4) Accounting, 5) Legal, 6) Comms, 7) Sales Lead, 8) Sourcing Lead, 9) Coordination Lead, 10) QA Lead, 11) Multisig Signatory, and 12) Tool Administrator.",Charles Adjovu,dOrg,Medium,"Help with Operations, Updating Signers, Tool Stack",Yes,100.0,108.333
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",Yes,"dOrg requires members to adhere to the Member Covenant, dOrg's code of conduct.",Charles Adjovu,dOrg,,Member Covenant,Yes,100.0,108.333
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,Partial,"The dOrg Member Handbook generally defines most terms, but a unified glossary would be more helpful.",Charles Adjovu,dOrg,,dOrg Member Handbook,Partial,50.0,54.165
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,Yes,"dOrg members can cast proposals (i.e., petitions), deliberate on proposals on the Members-only forum, and vote on proposals.",Charles Adjovu,dOrg,,Structure,Yes,100.0,108.333
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,Partial,"The member removal process acts as a dispute resolution mechanism for issues between members, but dOrg does not state a dispute resolution mechanism for project-related issues.",Charles Adjovu,dOrg,Medium,Member Removal Process,Partial,50.0,54.165
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,Yes,"dOrg is collectively owned and managed by its members. dOrg has a shared ownership model because dOrg members all have governance rights, albeit, unequal voting power.",Charles Adjovu,dOrg,Medium,"""Restated Operating Agreement of dOrg, LLC"", Structure, Using dOrg",Yes,100.0,108.333
